Entry	Subcellular location [CC]	Protein names	Gene names	Entry name	Intramembrane	Transmembrane	Topological domain
A0A6M3ZD33		Glutathione peroxidase	HIR78_13185	A0A6M3ZD33_BACSU			
A0A6M3ZBF4		Glycoside hydrolase family 43 protein	HIR78_09540	A0A6M3ZBF4_BACSU			
A0A6M3ZDN8		Transcriptional regulator MgsR	mgsR HIR78_14685	A0A6M3ZDN8_BACSU			
A0A6M3ZDC2		Uncharacterized protein	HIR78_12685	A0A6M3ZDC2_BACSU			
A0A6M3ZHZ0		Prephenate dehydratase (PDT) (EC 4.2.1.51)	pheA HIR78_16365	A0A6M3ZHZ0_BACSU			
A0A6M4JI07		Flagellar motor protein MotB	motB HIR78_07540	A0A6M4JI07_BACSU			
A0A6M3ZKL3	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000256|HAMAP-Rule:MF_00181}.	Probable cytosol aminopeptidase (EC 3.4.11.1) (Leucine aminopeptidase) (LAP) (EC 3.4.11.10) (Leucyl aminopeptidase)	pepA HIR78_18615	A0A6M3ZKL3_BACSU			
A0A6M4JL37		Phage tail sheath protein	HIR78_15360	A0A6M4JL37_BACSU			
A0A6M4JGN7	SUBCELLULAR LOCATION: Cell membrane {ECO:0000256|ARBA:ARBA00004651}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004651}. Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	MFS transporter	HIR78_09535	A0A6M4JGN7_BACSU			
A0A6M3Z9L0		IDEAL domain-containing protein	HIR78_05780	A0A6M3Z9L0_BACSU			
A0A6M3ZFL1		o-succinylbenzoate synthase (OSB synthase) (OSBS) (EC 4.2.1.113) (4-(2'-carboxyphenyl)-4-oxybutyric acid synthase) (o-succinylbenzoic acid synthase)	menC HIR78_17830	A0A6M3ZFL1_BACSU			
A0A6M3ZIE9		Outer membrane lipoprotein carrier protein LolA	HIR78_02635	A0A6M3ZIE9_BACSU			
A0A6M3ZHI9		Subtilosin A family bacteriocin	HIR78_21415	A0A6M3ZHI9_BACSU			
A0A6M3ZF81	SUBCELLULAR LOCATION: Cell membrane {ECO:0000256|ARBA:ARBA00004193}; Lipid-anchor {ECO:0000256|ARBA:ARBA00004193}. Membrane {ECO:0000256|ARBA:ARBA00004635}; Lipid-anchor {ECO:0000256|ARBA:ARBA00004635}.	Sulfur-containing amino acid ABC transporter substrate-binding protein TcyJ	tcyJ HIR78_17130	A0A6M3ZF81_BACSU			
A0A6M3ZH94	SUBCELLULAR LOCATION: Cell membrane {ECO:0000256|ARBA:ARBA00004651, ECO:0000256|RuleBase:RU363032}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004651, ECO:0000256|RuleBase:RU363032}. Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	Maltodextrin ABC transporter permease MdxG	mdxG HIR78_19955	A0A6M3ZH94_BACSU		TRANSMEM 12..31;  /note="Helical";  /evidence="ECO:0000256|RuleBase:RU363032"; TRANSMEM 70..96;  /note="Helical";  /evidence="ECO:0000256|RuleBase:RU363032"; TRANSMEM 108..133;  /note="Helical";  /evidence="ECO:0000256|RuleBase:RU363032"; TRANSMEM 139..162;  /note="Helical";  /evidence="ECO:0000256|RuleBase:RU363032"; TRANSMEM 183..205;  /note="Helical";  /evidence="ECO:0000256|RuleBase:RU363032"; TRANSMEM 242..263;  /note="Helical";  /evidence="ECO:0000256|RuleBase:RU363032"	
A0A6M4JES3		Polysaccharide deacetylase	HIR78_05390	A0A6M4JES3_BACSU			
A0A6M3ZDW1		Esterase EstB	estB HIR78_04640	A0A6M3ZDW1_BACSU			
A0A6M3ZAL7		Peptidyl-prolyl cis-trans isomerase	HIR78_08145	A0A6M3ZAL7_BACSU			
A0A6M3Z7W4		Thiamine-monophosphate kinase (TMP kinase) (Thiamine-phosphate kinase) (EC 2.7.4.16)	thiL HIR78_03395	A0A6M3Z7W4_BACSU			
A0A6M4JF20		Germination protein GerPC	HIR78_05925	A0A6M4JF20_BACSU			
A0A6M4JEZ0	SUBCELLULAR LOCATION: Cell membrane {ECO:0000256|ARBA:ARBA00004651}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004651}.	DMT family transporter	HIR78_01345	A0A6M4JEZ0_BACSU			
A0A6M3Z7Q6		Uncharacterized protein	HIR78_02935	A0A6M3Z7Q6_BACSU			
A0A6M4JJF5		DUF2759 domain-containing protein	HIR78_14700	A0A6M4JJF5_BACSU			
A0A6M3Z836	SUBCELLULAR LOCATION: Cell membrane {ECO:0000256|ARBA:ARBA00004651}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004651}. Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	Myo-inositol transporter IolT	iolT HIR78_03570	A0A6M3Z836_BACSU			
A0A6M3ZJQ8	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000256|PIRNR:PIRNR003169}.	Signal transduction histidine-protein kinase/phosphatase DegS (EC 2.7.13.3) (EC 3.1.3.-)	degS HIR78_20420	A0A6M3ZJQ8_BACSU			
A0A6M3ZKG3		Alpha/beta hydrolase	HIR78_18295	A0A6M3ZKG3_BACSU			
A0A6M3ZI54		Uncharacterized protein	HIR78_22545	A0A6M3ZI54_BACSU			
A0A6M3ZEJ1		Baseplate J/gp47 family protein	HIR78_15305	A0A6M3ZEJ1_BACSU			
A0A6M4JDP7		Phosphoribosylaminoimidazole-succinocarboxamide synthase (EC 6.3.2.6) (SAICAR synthetase)	purC HIR78_03690	A0A6M4JDP7_BACSU			
A0A6M3ZLP2		Polysaccharide deacetylase family protein	HIR78_22160	A0A6M3ZLP2_BACSU			
A0A6M4JP30		YvzF family protein	HIR78_19140	A0A6M4JP30_BACSU			
A0A6M4JGL9		OsmC family protein	HIR78_09380	A0A6M4JGL9_BACSU			
A0A6M3Z9S6		Phage-like element PBSX protein XepA	xepA xkdY HIR78_07060	A0A6M3Z9S6_BACSU			
A0A6M3ZFY4	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	Iron ABC transporter permease	HIR78_19285	A0A6M3ZFY4_BACSU			
A0A6M3ZM54		Uncharacterized protein	HIR78_11020	A0A6M3ZM54_BACSU			
A0A6M4JJ81		Uncharacterized protein	HIR78_11030	A0A6M4JJ81_BACSU			
A0A6M4JD15		NH(3)-dependent NAD(+) synthetase (EC 6.3.1.5)	nadE HIR78_01845	A0A6M4JD15_BACSU			
A0A6M4JM76		Probable D-serine dehydratase (EC 4.3.1.18) (D-serine deaminase) (DSD)	dsdA HIR78_14165	A0A6M4JM76_BACSU			
A0A6M3ZM49	SUBCELLULAR LOCATION: Spore core {ECO:0000256|HAMAP-Rule:MF_00665}.	Small, acid-soluble spore protein O (SASP O)	sspO HIR78_09770	A0A6M3ZM49_BACSU			
A0A6M4JK80	SUBCELLULAR LOCATION: Cell membrane {ECO:0000256|ARBA:ARBA00004651}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004651}.	DMT family transporter	HIR78_15665	A0A6M4JK80_BACSU			
A0A6M3ZH37		Uncharacterized protein	HIR78_20525	A0A6M3ZH37_BACSU			
A0A6M3ZMC0		DUF4352 domain-containing protein	HIR78_22185	A0A6M3ZMC0_BACSU			
A0A6M3ZIU3	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000256|HAMAP-Rule:MF_00973}.	Gluconeogenesis factor	mgfK HIR78_20045	A0A6M3ZIU3_BACSU			
A0A6M3ZCT1		Uncharacterized protein	HIR78_12265	A0A6M3ZCT1_BACSU			
A0A6M4JP01		Nicotinate phosphoribosyltransferase (EC 6.3.4.21)	HIR78_18470	A0A6M4JP01_BACSU			
A0A6M3ZDH4		Disulfide bond formation protein BdbA	bdbA HIR78_12945	A0A6M3ZDH4_BACSU			
A0A6M4JHN6		Molybdopterin-synthase adenylyltransferase MoeB	HIR78_07860	A0A6M4JHN6_BACSU			
A0A6M3ZHU8		Spore crust protein CgeA	cgeA HIR78_12060	A0A6M3ZHU8_BACSU			
A0A6M4JNX9		Acyl--CoA ligase	HIR78_17220	A0A6M4JNX9_BACSU			
A0A6M4JD18		5-oxoprolinase subunit A (5-OPase subunit A) (EC 3.5.2.9) (5-oxoprolinase (ATP-hydrolyzing) subunit A)	pxpA HIR78_02335	A0A6M4JD18_BACSU			
A0A6M3ZC43		Uncharacterized protein	HIR78_10970	A0A6M3ZC43_BACSU			
A0A6M3ZI50	SUBCELLULAR LOCATION: Cell membrane {ECO:0000256|ARBA:ARBA00004651}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004651}. Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	Nitrate transporter NarK	narK HIR78_21400	A0A6M3ZI50_BACSU			
A0A6M3Z9S2		Phage portal protein	HIR78_06945	A0A6M3Z9S2_BACSU			
A0A6M4JLP7		UV damage repair protein UvrX	HIR78_12965	A0A6M4JLP7_BACSU			
A0A6M3ZKY0		Uncharacterized protein	HIR78_19710	A0A6M3ZKY0_BACSU			
A0A6M3ZIV1		Peptide-binding protein	HIR78_19715	A0A6M3ZIV1_BACSU			
A0A6M4JD35		Serine/threonine-protein kinase RsbT	rsbT HIR78_02665	A0A6M4JD35_BACSU			
A0A6M4JIY1		Methylmalonyl-CoA epimerase (EC 5.1.99.1)	mce HIR78_14250	A0A6M4JIY1_BACSU			
A0A6M3ZDI6		TlyA family RNA methyltransferase	HIR78_14425	A0A6M3ZDI6_BACSU			
A0A6M3Z8V8		Aspartate aminotransferase family protein	HIR78_05195	A0A6M3Z8V8_BACSU			
A0A6M4JIL8		Uncharacterized protein	HIR78_09665	A0A6M4JIL8_BACSU			
A0A6M3ZHF0	SUBCELLULAR LOCATION: Cell membrane {ECO:0000256|HAMAP-Rule:MF_00115}; Multi-pass membrane protein {ECO:0000256|HAMAP-Rule:MF_00115}. Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	Large-conductance mechanosensitive channel	mscL HIR78_20890	A0A6M3ZHF0_BACSU		TRANSMEM 12..31;  /note="Helical";  /evidence="ECO:0000256|HAMAP-Rule:MF_00115"; TRANSMEM 38..60;  /note="Helical";  /evidence="ECO:0000256|HAMAP-Rule:MF_00115"; TRANSMEM 66..87;  /note="Helical";  /evidence="ECO:0000256|HAMAP-Rule:MF_00115"	
A0A6M3ZL66		Teichoic acid glycerol-phosphate primase	tagB HIR78_20575	A0A6M3ZL66_BACSU			
A0A6M4JHW6	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	Iron ABC transporter permease	HIR78_01035	A0A6M4JHW6_BACSU			
A0A6M3ZH35		Uncharacterized protein	HIR78_20765	A0A6M3ZH35_BACSU			
A0A6M3ZFG8		LacI family DNA-binding transcriptional regulator	HIR78_17565	A0A6M3ZFG8_BACSU			
A0A6M3ZEU9		Uncharacterized protein	HIR78_06600	A0A6M3ZEU9_BACSU			
A0A6M3ZCB9		Anti-sigma-M factor	HIR78_05315	A0A6M3ZCB9_BACSU			
A0A6M3Z7F9	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000256|ARBA:ARBA00004496}.	Two-component system response regulator YbdK	ybdJ HIR78_01245	A0A6M3Z7F9_BACSU			
A0A6M4JL05		DUF1002 domain-containing protein	HIR78_13950	A0A6M4JL05_BACSU			
A0A6M4JFP1	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	MgtC/SapB family protein	HIR78_03795	A0A6M4JFP1_BACSU			
A0A6M4JJ69		PDZ domain-containing protein	HIR78_10670	A0A6M4JJ69_BACSU			
A0A6M3ZBL5		Endoglucanase (EC 3.2.1.4)	eglS HIR78_09845	A0A6M3ZBL5_BACSU			
A0A6M3ZGB5	SUBCELLULAR LOCATION: Cell membrane {ECO:0000256|RuleBase:RU363041}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU363041}. Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	Probable membrane transporter protein	HIR78_18780	A0A6M3ZGB5_BACSU		TRANSMEM 49..69;  /note="Helical";  /evidence="ECO:0000256|RuleBase:RU363041"; TRANSMEM 81..101;  /note="Helical";  /evidence="ECO:0000256|RuleBase:RU363041"; TRANSMEM 107..127;  /note="Helical";  /evidence="ECO:0000256|RuleBase:RU363041"; TRANSMEM 222..243;  /note="Helical";  /evidence="ECO:0000256|RuleBase:RU363041"; TRANSMEM 250..268;  /note="Helical";  /evidence="ECO:0000256|RuleBase:RU363041"	
A0A6M3Z7T9	SUBCELLULAR LOCATION: Cell membrane {ECO:0000256|HAMAP-Rule:MF_01300}; Multi-pass membrane protein {ECO:0000256|HAMAP-Rule:MF_01300}. Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	C4-dicarboxylate transport protein	dctA HIR78_02550	A0A6M3Z7T9_BACSU		TRANSMEM 7..25;  /note="Helical";  /evidence="ECO:0000256|HAMAP-Rule:MF_01300"; TRANSMEM 45..63;  /note="Helical";  /evidence="ECO:0000256|HAMAP-Rule:MF_01300"; TRANSMEM 75..97;  /note="Helical";  /evidence="ECO:0000256|HAMAP-Rule:MF_01300"; TRANSMEM 147..164;  /note="Helical";  /evidence="ECO:0000256|HAMAP-Rule:MF_01300"; TRANSMEM 185..205;  /note="Helical";  /evidence="ECO:0000256|HAMAP-Rule:MF_01300"; TRANSMEM 217..239;  /note="Helical";  /evidence="ECO:0000256|HAMAP-Rule:MF_01300"; TRANSMEM 311..335;  /note="Helical";  /evidence="ECO:0000256|HAMAP-Rule:MF_01300"; TRANSMEM 347..370;  /note="Helical";  /evidence="ECO:0000256|HAMAP-Rule:MF_01300"	
A0A6M3ZDR8		Stage III sporulation protein AG	spoIIIAG HIR78_14480	A0A6M3ZDR8_BACSU			
A0A6M3ZHX0		MarR family transcriptional regulator	HIR78_22770	A0A6M3ZHX0_BACSU			
A0A6M3ZE70	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	Holin family protein	HIR78_15270	A0A6M3ZE70_BACSU			
A0A6M3Z946	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	Sodium:solute symporter	HIR78_05800	A0A6M3Z946_BACSU			
A0A6M3ZEU1		Glutamyl-tRNA reductase (GluTR) (EC 1.2.1.70)	hemA HIR78_16510	A0A6M3ZEU1_BACSU			
A0A6M4JJ26		AraC family transcriptional regulator	HIR78_10405	A0A6M4JJ26_BACSU			
A0A6M4JF48		Putative phosphoesterase HIR78_06535 (EC 3.1.-.-)	HIR78_06535	A0A6M4JF48_BACSU			
A0A6M3Z8S5		Aromatic acid exporter family protein	HIR78_04810	A0A6M3Z8S5_BACSU			
A0A6M3ZLA7	SUBCELLULAR LOCATION: Cell membrane {ECO:0000256|HAMAP-Rule:MF_01916}; Multi-pass membrane protein {ECO:0000256|HAMAP-Rule:MF_01916}. Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	Cardiolipin synthase (CL synthase) (EC 2.7.8.-)	cls HIR78_21010	A0A6M3ZLA7_BACSU		TRANSMEM 6..24;  /note="Helical";  /evidence="ECO:0000256|HAMAP-Rule:MF_01916"; TRANSMEM 36..54;  /note="Helical";  /evidence="ECO:0000256|HAMAP-Rule:MF_01916"	
A0A6M4JDJ1		Iron chaperone	HIR78_03285	A0A6M4JDJ1_BACSU			
A0A6M4JLI3	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	HlyC/CorC family transporter	HIR78_05340	A0A6M4JLI3_BACSU			
A0A6M4JPY3		Spore coat protein CotG	cotG HIR78_20730	A0A6M4JPY3_BACSU			
A0A6M3ZHT3		2-keto-myo-inositol isomerase (EC 5.3.99.11)	iolI HIR78_22605	A0A6M3ZHT3_BACSU			
A0A6M4JQ29		UPF0340 protein HIR78_21185	HIR78_21185	A0A6M4JQ29_BACSU			
A0A6M3ZEA6	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	CDF family zinc transporter CzcD	czcD HIR78_15680	A0A6M3ZEA6_BACSU			
A0A6M4JF21		GNAT family N-acetyltransferase	HIR78_06650	A0A6M4JF21_BACSU			
A0A6M4JFA8		Response regulator aspartate phosphatase RapA	rapA HIR78_06855	A0A6M4JFA8_BACSU			
A0A6M4JQI5		Putative 3-methyladenine DNA glycosylase (EC 3.2.2.-)	HIR78_22070	A0A6M4JQI5_BACSU			
A0A6M4JQ71		Fructose-1,6-bisphosphatase	glpX HIR78_21280	A0A6M4JQ71_BACSU			
A0A6M3Z8S1	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	Citrate transporter CitM	citM HIR78_04275	A0A6M3Z8S1_BACSU			
A0A6M3ZF98		CBS domain-containing protein	HIR78_17295	A0A6M3ZF98_BACSU			
A0A6M3ZD28	SUBCELLULAR LOCATION: Cell membrane {ECO:0000256|ARBA:ARBA00004651}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004651}. Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	YitT family protein	HIR78_03025	A0A6M3ZD28_BACSU			
A0A6M3ZEU3		Peptidoglycan O-acetyltransferase OatA	oatA HIR78_15955	A0A6M3ZEU3_BACSU			
A0A6M3ZEZ8		RNA polymerase sigma factor	sigZ HIR78_15790	A0A6M3ZEZ8_BACSU			
A0A6M4JGN1	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	Linearmycin resistance permease LnrN	lnrN HIR78_04630	A0A6M4JGN1_BACSU			
A0A6M3Z7J1		Cyclic-di-GMP receptor EpsK	epsK HIR78_02450	A0A6M3Z7J1_BACSU			
A0A6M3Z858		Uncharacterized protein	HIR78_03760	A0A6M3Z858_BACSU			
A0A6M3Z6Z1	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000256|HAMAP-Rule:MF_00176}.	Serine--tRNA ligase (EC 6.1.1.11) (Seryl-tRNA synthetase) (SerRS) (Seryl-tRNA(Ser/Sec) synthetase)	serS HIR78_00090	A0A6M3Z6Z1_BACSU			
A0A6M4JMG4		Spore germination protein GerM	gerM HIR78_16620	A0A6M4JMG4_BACSU			
A0A6M3Z852		DNA ligase (EC 6.5.1.2) (Polydeoxyribonucleotide synthase [NAD(+)])	ligA HIR78_03780	A0A6M3Z852_BACSU			
A0A6M4JL60		Acetoin:2,6-dichlorophenolindophenol oxidoreductase subunit beta (EC 1.1.1.-)	acoB HIR78_04500	A0A6M4JL60_BACSU			
A0A6M4JGV6	SUBCELLULAR LOCATION: Secreted, cell wall {ECO:0000256|PROSITE-ProRule:PRU00477}; Peptidoglycan-anchor {ECO:0000256|PROSITE-ProRule:PRU00477}.	Endonuclease YhcR	yhcR mncR HIR78_05160	A0A6M4JGV6_BACSU			
A0A6M4JK81		Uncharacterized protein	HIR78_12695	A0A6M4JK81_BACSU			
A0A6M3ZHQ1	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000256|HAMAP-Rule:MF_00148}.	Uracil-DNA glycosylase (UDG) (EC 3.2.2.27)	ung HIR78_21730	A0A6M3ZHQ1_BACSU			
A0A6M4JER6		Alpha/beta hydrolase	HIR78_00715	A0A6M4JER6_BACSU			
A0A6M3ZGA2		YuiA family protein	HIR78_18635	A0A6M3ZGA2_BACSU			
A0A6M4JKW3	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000256|HAMAP-Rule:MF_00497}.	Glycerol-1-phosphate dehydrogenase [NAD(P)+] (G1P dehydrogenase) (G1PDH) (EC 1.1.1.261) (Enantiomeric glycerophosphate synthase) (sn-glycerol-1-phosphate dehydrogenase)	egsA HIR78_16815	A0A6M4JKW3_BACSU			
A0A6M4JFM2		RNA polymerase sigma factor SigB	sigB HIR78_02685	A0A6M4JFM2_BACSU			
A0A6M3ZHN0	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	Cation acetate symporter	HIR78_21870	A0A6M3ZHN0_BACSU			
A0A6M3ZF75		YokU family protein	HIR78_10730	A0A6M3ZF75_BACSU			
A0A6M3ZEU8		Helix-turn-helix transcriptional regulator	HIR78_15495	A0A6M3ZEU8_BACSU			
A0A6M3Z785		30S ribosomal protein S17	rpsQ HIR78_00770	A0A6M3Z785_BACSU			
A0A6M4JFE4		Spore germination protein	HIR78_03190	A0A6M4JFE4_BACSU			
A0A6M4JK57		Uncharacterized protein	HIR78_05670	A0A6M4JK57_BACSU			
A0A6M4JKB7		Pyruvate kinase (EC 2.7.1.40)	pyk HIR78_17020	A0A6M4JKB7_BACSU			
A0A6M4JQI9		Iron uptake system lipoprotein EfeM	efeM HIR78_21885	A0A6M4JQI9_BACSU			
A0A6M3Z8K8		23S rRNA (Uracil(1939)-C(5))-methyltransferase RlmD (EC 2.1.1.190)	rlmD HIR78_04470	A0A6M3Z8K8_BACSU			
A0A6M4JQI7		LLM class flavin-dependent oxidoreductase	HIR78_21795	A0A6M4JQI7_BACSU			
A0A6M3ZBH5		Uncharacterized protein	HIR78_10335	A0A6M3ZBH5_BACSU			
A0A6M3ZJZ6		Glutaredoxin family protein	HIR78_17100	A0A6M3ZJZ6_BACSU			
A0A6M3Z9U3	SUBCELLULAR LOCATION: Cell membrane {ECO:0000256|ARBA:ARBA00004651, ECO:0000256|RuleBase:RU363032}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004651, ECO:0000256|RuleBase:RU363032}. Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	Oligopeptide ABC transporter permease OppC	oppC HIR78_06315	A0A6M3Z9U3_BACSU		TRANSMEM 42..63;  /note="Helical";  /evidence="ECO:0000256|RuleBase:RU363032"; TRANSMEM 105..130;  /note="Helical";  /evidence="ECO:0000256|RuleBase:RU363032"; TRANSMEM 142..160;  /note="Helical";  /evidence="ECO:0000256|RuleBase:RU363032"; TRANSMEM 166..185;  /note="Helical";  /evidence="ECO:0000256|RuleBase:RU363032"; TRANSMEM 216..237;  /note="Helical";  /evidence="ECO:0000256|RuleBase:RU363032"; TRANSMEM 274..295;  /note="Helical";  /evidence="ECO:0000256|RuleBase:RU363032"	
A0A6M4JIJ6		GNAT family N-acetyltransferase	HIR78_06075	A0A6M4JIJ6_BACSU			
A0A6M4JEI9		Phosphomethylpyrimidine synthase (EC 4.1.99.17) (Hydroxymethylpyrimidine phosphate synthase) (HMP-P synthase) (HMP-phosphate synthase) (HMPP synthase) (Thiamine biosynthesis protein ThiC)	thiC HIR78_04955	A0A6M4JEI9_BACSU			
A0A6M4JLG2	SUBCELLULAR LOCATION: Cell membrane {ECO:0000256|ARBA:ARBA00004651}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004651}. Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	MFS transporter	HIR78_19060	A0A6M4JLG2_BACSU			
A0A6M3ZGI6		Glycosyltransferase family 4 protein	HIR78_20465	A0A6M3ZGI6_BACSU			
A0A6M3Z7S5		Two-component system sensor histidine kinase YdfH	ydfH HIR78_03105	A0A6M3Z7S5_BACSU			
A0A6M4JET4		Uncharacterized protein	HIR78_06150	A0A6M4JET4_BACSU			
A0A6M3ZBG6		Abasic site processing protein (EC 3.4.-.-)	HIR78_10275	A0A6M3ZBG6_BACSU			
A0A6M4JRI0		Helix-turn-helix transcriptional regulator	HIR78_11280	A0A6M4JRI0_BACSU			
A0A6M4JD97		Cortex morphogenetic protein CmpA	cmpA HIR78_02720	A0A6M4JD97_BACSU			
A0A2K4Z9I8		Uncharacterized protein	BSU_18595 HIR78_10095	A0A2K4Z9I8_BACSU			
A0A2K4Z9I9		Uncharacterized protein	BSU_21058 HIR78_12725	A0A2K4Z9I9_BACSU			
L8E9J0		Biofilm-forming protein	BSU_18596 HIR78_10100	L8E9J0_BACSU			
A0A2K4Z9J1		Uncharacterized protein	BSU_17715 HIR78_09630	A0A2K4Z9J1_BACSU			
A0A2K4Z9M1		Uncharacterized protein	BSU_29845 HIR78_17365	A0A2K4Z9M1_BACSU			
A0A2K4Z9M0		Uncharacterized protein	BSU_31725 HIR78_18455	A0A2K4Z9M0_BACSU			
A0A2K4Z9K3		Uncharacterized protein	BSU_25565 HIR78_15085	A0A2K4Z9K3_BACSU			
L8E9J8		YjcZ family sporulation protein	yrpDX BSU_26826 HIR78_15775	L8E9J8_BACSU		TRANSMEM 6..24;  /note="Helical";  /evidence="ECO:0000256|SAM:Phobius"	
A0A2K4Z9L1		Uncharacterized protein	BSU_26449 HIR78_15570	A0A2K4Z9L1_BACSU			
A0A2K4Z9L9		Uncharacterized protein	BSU_28645 HIR78_16750	A0A2K4Z9L9_BACSU			
A0A2K4Z9G0		Uncharacterized protein	ybbU BSU_01790 HIR78_01145	A0A2K4Z9G0_BACSU			
A0A2K4Z9K0		Uncharacterized protein	BSU_25875 HIR78_15250	A0A2K4Z9K0_BACSU			
A0A2K4Z9F2		Uncharacterized protein	BSU_03385 HIR78_01980	A0A2K4Z9F2_BACSU			
A0A2K4Z9I5		Three component toxin / antitoxin / antitoxin SpoIISABC, antitoxin C	spoIISC BSU_12815 HIR78_07080	A0A2K4Z9I5_BACSU			
A0A2K4Z9N8		Uncharacterized protein	BSU_35678 HIR78_20510	A0A2K4Z9N8_BACSU			
A0A2K4Z9I0		Uncharacterized protein	BSU_17679 HIR78_09595	A0A2K4Z9I0_BACSU			
A0A2K4Z9K5		Uncharacterized protein	BSU_24205 HIR78_14395	A0A2K4Z9K5_BACSU			
A0A2K4Z9N3		Uncharacterized protein	BSU_36739 HIR78_21095	A0A2K4Z9N3_BACSU			
A0A2K4Z9I6		Uncharacterized protein	BSU_11515 HIR78_06350	A0A2K4Z9I6_BACSU			
L8ECR1		Uncharacterized protein	BSU_30466 HIR78_17670	L8ECR1_BACSU		TRANSMEM 12..33;  /note="Helical";  /evidence="ECO:0000256|SAM:Phobius"	
L8EA05		Uncharacterized protein	BSU_37089 HIR78_21275	L8EA05_BACSU			
A0A2K4Z9I1		Uncharacterized protein	BSU_12875 HIR78_07115	A0A2K4Z9I1_BACSU		TRANSMEM 20..42;  /note="Helical";  /evidence="ECO:0000256|SAM:Phobius"	
A0A2K4Z9J9		Uncharacterized protein	BSU_21925 HIR78_13200	A0A2K4Z9J9_BACSU			
A0A2K4Z9N0		Uncharacterized protein	BSU_40358 HIR78_22975	A0A2K4Z9N0_BACSU			
